id,kind,title,source,family,status
fc-bench-v1-0119,catalog,erdos_141.variants.infinite_general_case,formal-conjectures-bench-v1,,research open
fc-bench-v1-0120,catalog,erdos_142,formal-conjectures-bench-v1,,research open
fc-bench-v1-0121,catalog,erdos_142.variants.lower,formal-conjectures-bench-v1,,research open
fc-bench-v1-0122,catalog,erdos_142.variants.upper,formal-conjectures-bench-v1,,research open
fc-bench-v1-0123,catalog,erdos_142.variants.three,formal-conjectures-bench-v1,,research open
fc-bench-v1-0124,catalog,erdos_143.parts.i,formal-conjectures-bench-v1,,research open
fc-bench-v1-0125,catalog,erdos_143.parts.ii,formal-conjectures-bench-v1,,research open
fc-bench-v1-0126,catalog,erdos_145,formal-conjectures-bench-v1,,research open
fc-bench-v1-0127,catalog,erdos_15,formal-conjectures-bench-v1,,research open
fc-bench-v1-0128,catalog,erdos_153,formal-conjectures-bench-v1,,research open
fc-bench-v1-0129,catalog,erdos_155,formal-conjectures-bench-v1,,research open
fc-bench-v1-0130,catalog,erdos_158,formal-conjectures-bench-v1,,research open
fc-bench-v1-0131,catalog,erdos_160.better_upper,formal-conjectures-bench-v1,,research open
fc-bench-v1-0132,catalog,erdos_160.better_lower,formal-conjectures-bench-v1,,research open
fc-bench-v1-0133,catalog,erdos_168.parts.i,formal-conjectures-bench-v1,,research open
fc-bench-v1-0134,catalog,erdos_168.parts.ii,formal-conjectures-bench-v1,,research open
fc-bench-v1-0135,catalog,erdos_17,formal-conjectures-bench-v1,,research open
fc-bench-v1-0136,catalog,erdos170,formal-conjectures-bench-v1,,research open
fc-bench-v1-0137,catalog,erdos_172,formal-conjectures-bench-v1,,research open
fc-bench-v1-0138,catalog,erdos_18a,formal-conjectures-bench-v1,,research open
fc-bench-v1-0139,catalog,erdos_18b,formal-conjectures-bench-v1,,research open
fc-bench-v1-0140,catalog,erdos_18c,formal-conjectures-bench-v1,,research open
fc-bench-v1-0141,catalog,erdos_184,formal-conjectures-bench-v1,,research open
fc-bench-v1-0142,catalog,erdos_184.variants.covering,formal-conjectures-bench-v1,,research open
fc-bench-v1-0143,catalog,erdos_188,formal-conjectures-bench-v1,,research open
fc-bench-v1-0144,catalog,erdos_189.variants.parallelogram,formal-conjectures-bench-v1,,research open
fc-bench-v1-0145,catalog,erdos_193,formal-conjectures-bench-v1,,research open
fc-bench-v1-0146,catalog,erdos_195,formal-conjectures-bench-v1,,research open
fc-bench-v1-0147,catalog,erdos_196,formal-conjectures-bench-v1,,research open
fc-bench-v1-0148,catalog,erdos_197,formal-conjectures-bench-v1,,research open
fc-bench-v1-0149,catalog,erdos_20,formal-conjectures-bench-v1,,research open
fc-bench-v1-0150,catalog,erdos_200,formal-conjectures-bench-v1,,research open
fc-bench-v1-0151,catalog,erdos_203,formal-conjectures-bench-v1,,research open
fc-bench-v1-0152,catalog,erdos_208.parts.i,formal-conjectures-bench-v1,,research open
fc-bench-v1-0153,catalog,erdos_208.parts.ii,formal-conjectures-bench-v1,,research open
fc-bench-v1-0154,catalog,erdos_208.variants.log_bound,formal-conjectures-bench-v1,,research open
fc-bench-v1-0155,catalog,erdos_212,formal-conjectures-bench-v1,,research open
fc-bench-v1-0156,catalog,erdos_213,formal-conjectures-bench-v1,,research open
fc-bench-v1-0157,catalog,erdos_218.variants.le,formal-conjectures-bench-v1,,research open
fc-bench-v1-0158,catalog,erdos_218.variants.ge,formal-conjectures-bench-v1,,research open
fc-bench-v1-0159,catalog,erdos_218.variants.infinite_equal_prime_gap,formal-conjectures-bench-v1,,research open
fc-bench-v1-0160,catalog,erdos_23,formal-conjectures-bench-v1,,research open
fc-bench-v1-0161,catalog,erdos_233,formal-conjectures-bench-v1,,research open
fc-bench-v1-0162,catalog,erdos_234,formal-conjectures-bench-v1,,research open
fc-bench-v1-0163,catalog,erdos_236,formal-conjectures-bench-v1,,research open
fc-bench-v1-0164,catalog,erdos_238,formal-conjectures-bench-v1,,research open
fc-bench-v1-0165,catalog,erdos_241,formal-conjectures-bench-v1,,research open
fc-bench-v1-0166,catalog,erdos_241.variants.generalization,formal-conjectures-bench-v1,,research open
fc-bench-v1-0167,catalog,erdos_242,formal-conjectures-bench-v1,,research open
fc-bench-v1-0168,catalog,erdos_242.variants.schinzel_generalization,formal-conjectures-bench-v1,,research open
fc-bench-v1-0169,catalog,erdos_243,formal-conjectures-bench-v1,,research open
fc-bench-v1-0170,catalog,erdos_244,formal-conjectures-bench-v1,,research open
fc-bench-v1-0171,catalog,erdos_247,formal-conjectures-bench-v1,,research open
fc-bench-v1-0172,catalog,erdos_249,formal-conjectures-bench-v1,,research open
fc-bench-v1-0173,catalog,erdos_25,formal-conjectures-bench-v1,,research open
fc-bench-v1-0174,catalog,erdos_251,formal-conjectures-bench-v1,,research open
fc-bench-v1-0175,catalog,erdos_252,formal-conjectures-bench-v1,,research open
fc-bench-v1-0176,catalog,erdos_252.variants.k_ge_five,formal-conjectures-bench-v1,,research open
fc-bench-v1-0177,catalog,erdos_254,formal-conjectures-bench-v1,,research open
fc-bench-v1-0178,catalog,erdos_257,formal-conjectures-bench-v1,,research open
fc-bench-v1-0179,catalog,erdos_260,formal-conjectures-bench-v1,,research open
fc-bench-v1-0180,catalog,erdos_263.parts.i,formal-conjectures-bench-v1,,research open
fc-bench-v1-0181,catalog,erdos_264.parts.ii,formal-conjectures-bench-v1,,research open
fc-bench-v1-0182,catalog,erdos_267,formal-conjectures-bench-v1,,research open
fc-bench-v1-0183,catalog,erdos_267.variants.generalisation_ratio_limit_to_infinity,formal-conjectures-bench-v1,,research open
fc-bench-v1-0184,catalog,erdos_269.variants.rational,formal-conjectures-bench-v1,,research open
fc-bench-v1-0185,catalog,erdos_269.variants.irrational,formal-conjectures-bench-v1,,research open
fc-bench-v1-0186,catalog,erdos_272,formal-conjectures-bench-v1,,research open
fc-bench-v1-0187,catalog,erdos_272.variants.szabo_strong,formal-conjectures-bench-v1,,research open
fc-bench-v1-0188,catalog,erdos_273,formal-conjectures-bench-v1,,research open
fc-bench-v1-0189,catalog,erdos_274,formal-conjectures-bench-v1,,research open
fc-bench-v1-0190,catalog,herzog_schonheim,formal-conjectures-bench-v1,,research open
fc-bench-v1-0191,catalog,erdos_276,formal-conjectures-bench-v1,,research open
fc-bench-v1-0192,catalog,erdos_28,formal-conjectures-bench-v1,,research open
fc-bench-v1-0193,catalog,erdos_282,formal-conjectures-bench-v1,,research open
fc-bench-v1-0194,catalog,erdos_282.variants.general,formal-conjectures-bench-v1,,research open
fc-bench-v1-0195,catalog,erdos_282.variants.graham,formal-conjectures-bench-v1,,research open
fc-bench-v1-0196,catalog,erdos_282.variants.sq,formal-conjectures-bench-v1,,research open
fc-bench-v1-0197,catalog,erdos_283,formal-conjectures-bench-v1,,research open
fc-bench-v1-0198,catalog,erdos_288,formal-conjectures-bench-v1,,research open
fc-bench-v1-0199,catalog,erdos_288.variants.i2_card_eq_1,formal-conjectures-bench-v1,,research open
fc-bench-v1-0200,catalog,erdos_288.variants.k_intervals,formal-conjectures-bench-v1,,research open
fc-bench-v1-0201,catalog,erdos_288.variants.exists_k_gt_2,formal-conjectures-bench-v1,,research open
fc-bench-v1-0202,catalog,erdos_289,formal-conjectures-bench-v1,,research open
fc-bench-v1-0203,catalog,erdos_295,formal-conjectures-bench-v1,,research open
fc-bench-v1-0204,catalog,erdos_3,formal-conjectures-bench-v1,,research open
fc-bench-v1-0205,catalog,erdos_30,formal-conjectures-bench-v1,,research open
fc-bench-v1-0206,catalog,upper_bound,formal-conjectures-bench-v1,,research open
fc-bench-v1-0207,catalog,erdos_306,formal-conjectures-bench-v1,,research open
fc-bench-v1-0208,catalog,erdos_307,formal-conjectures-bench-v1,,research open
fc-bench-v1-0209,catalog,erdos_307.variants.coprime_one_notMem,formal-conjectures-bench-v1,,research open
fc-bench-v1-0210,catalog,erdos_312,formal-conjectures-bench-v1,,research open
fc-bench-v1-0211,catalog,erdos_313,formal-conjectures-bench-v1,,research open
fc-bench-v1-0212,catalog,erdos_313.variants.primary_pseudoperfect_are_infinite,formal-conjectures-bench-v1,,research open
fc-bench-v1-0213,catalog,erdos_317,formal-conjectures-bench-v1,,research open
fc-bench-v1-0214,catalog,erdos_317.variants.claim2,formal-conjectures-bench-v1,,research open
fc-bench-v1-0215,catalog,erdos_319,formal-conjectures-bench-v1,,research open
fc-bench-v1-0216,catalog,erdos_319.variants.isTheta,formal-conjectures-bench-v1,,research open
fc-bench-v1-0217,catalog,erdos_319.variants.isBigO,formal-conjectures-bench-v1,,research open
fc-bench-v1-0218,catalog,erdos_319.variants.isLittleO,formal-conjectures-bench-v1,,research open
fc-bench-v1-0219,catalog,erdos_32,formal-conjectures-bench-v1,,research open
fc-bench-v1-0220,catalog,erdos_32.variants.log_bound,formal-conjectures-bench-v1,,research open
fc-bench-v1-0221,catalog,erdos_321,formal-conjectures-bench-v1,,research open
fc-bench-v1-0222,catalog,erdos_321.variants.isTheta,formal-conjectures-bench-v1,,research open
fc-bench-v1-0223,catalog,erdos_321.variants.isBigO,formal-conjectures-bench-v1,,research open
fc-bench-v1-0224,catalog,erdos_321.variants.isLittleO,formal-conjectures-bench-v1,,research open
fc-bench-v1-0225,catalog,erdos_323.parts.i,formal-conjectures-bench-v1,,research open
fc-bench-v1-0226,catalog,erdos_323.parts.ii,formal-conjectures-bench-v1,,research open
fc-bench-v1-0227,catalog,erdos_323.variants.k_gt_2,formal-conjectures-bench-v1,,research open
fc-bench-v1-0228,catalog,erdos_324,formal-conjectures-bench-v1,,research open
fc-bench-v1-0229,catalog,erdos_324.variants.quintic,formal-conjectures-bench-v1,,research open
fc-bench-v1-0230,catalog,erdos_325,formal-conjectures-bench-v1,,research open
fc-bench-v1-0231,catalog,erdos_325.variants.weaker,formal-conjectures-bench-v1,,research open
fc-bench-v1-0232,catalog,erdos_326,formal-conjectures-bench-v1,,research open
fc-bench-v1-0233,catalog,erdos_329,formal-conjectures-bench-v1,,research open
fc-bench-v1-0234,catalog,erdos_329.variants.of_sub_perfectDifferenceSet,formal-conjectures-bench-v1,,research open
fc-bench-v1-0235,catalog,erdos_329.variants.converse_implication,formal-conjectures-bench-v1,,research open
fc-bench-v1-0236,catalog,erdos_33,formal-conjectures-bench-v1,,research open
fc-bench-v1-0237,catalog,erdos_330_statement,formal-conjectures-bench-v1,,research open
fc-bench-v1-0238,catalog,erdos_331.variants.ruzsa,formal-conjectures-bench-v1,,research open
fc-bench-v1-0239,catalog,erdos_332,formal-conjectures-bench-v1,,research open
fc-bench-v1-0240,catalog,erdos_340,formal-conjectures-bench-v1,,research open
fc-bench-v1-0241,catalog,erdos_340.variants.isTheta,formal-conjectures-bench-v1,,research open
fc-bench-v1-0242,catalog,erdos_340.variants.sub_hasPosDensity,formal-conjectures-bench-v1,,research open
fc-bench-v1-0243,catalog,erdos_340.variants._33_mem_sub,formal-conjectures-bench-v1,,research open
fc-bench-v1-0244,catalog,erdos_340.variants.cofinite_sub,formal-conjectures-bench-v1,,research open
fc-bench-v1-0245,catalog,erdos_340.variants.co_density_zero_sub,formal-conjectures-bench-v1,,research open
fc-bench-v1-0246,catalog,erdos_341,formal-conjectures-bench-v1,,research open
fc-bench-v1-0247,catalog,erdos_342.parts.i,formal-conjectures-bench-v1,,research open
fc-bench-v1-0248,catalog,erdos_342.parts.ii,formal-conjectures-bench-v1,,research open
fc-bench-v1-0249,catalog,erdos_342.parts.iii,formal-conjectures-bench-v1,,research open
fc-bench-v1-0250,catalog,erdos_346,formal-conjectures-bench-v1,,research open
fc-bench-v1-0251,catalog,erdos_348,formal-conjectures-bench-v1,,research open
fc-bench-v1-0252,catalog,erdos_349,formal-conjectures-bench-v1,,research open
fc-bench-v1-0253,catalog,complete_for_alpha_in_Ioo_one_to_goldenRatio,formal-conjectures-bench-v1,,research open
fc-bench-v1-0254,catalog,erdos_349.variants.floor_3_halves_odd,formal-conjectures-bench-v1,,research open
fc-bench-v1-0255,catalog,erdos_349.variants.floor_3_halves_even,formal-conjectures-bench-v1,,research open
fc-bench-v1-0256,catalog,erdos_351,formal-conjectures-bench-v1,,research open
fc-bench-v1-0257,catalog,erdos_352,formal-conjectures-bench-v1,,research open
fc-bench-v1-0258,catalog,erdos_354.parts.i,formal-conjectures-bench-v1,,research open
fc-bench-v1-0259,catalog,erdos_354.parts.ii,formal-conjectures-bench-v1,,research open
fc-bench-v1-0260,catalog,erdos_357.parts.i,formal-conjectures-bench-v1,,research open
fc-bench-v1-0261,catalog,erdos_357.parts.ii.bigO_version,formal-conjectures-bench-v1,,research open
fc-bench-v1-0262,catalog,erdos_357.parts.ii.bigO_version_symm,formal-conjectures-bench-v1,,research open
fc-bench-v1-0263,catalog,erdos_357.parts.ii.bigTheta_version,formal-conjectures-bench-v1,,research open
fc-bench-v1-0264,catalog,erdos_357.parts.ii.littleO_version,formal-conjectures-bench-v1,,research open
fc-bench-v1-0265,catalog,erdos_357.parts.ii.littleO_version_symm,formal-conjectures-bench-v1,,research open
fc-bench-v1-0266,catalog,erdos_357.variants.infinite_set_density,formal-conjectures-bench-v1,,research open
fc-bench-v1-0267,catalog,erdos_357.variants.infinite_set_sum,formal-conjectures-bench-v1,,research open
fc-bench-v1-0268,catalog,erdos_357.variants.hegyvari,formal-conjectures-bench-v1,,research open
fc-bench-v1-0269,catalog,erdos_357.variants.monotone.parts.i,formal-conjectures-bench-v1,,research open
fc-bench-v1-0270,catalog,erdos_357.variants.monotone.parts.ii.bigO_version,formal-conjectures-bench-v1,,research open
fc-bench-v1-0271,catalog,erdos_357.variants.monotone.parts.ii.bigO_version_symm,formal-conjectures-bench-v1,,research open
fc-bench-v1-0272,catalog,erdos_357.variants.monotone.parts.ii.bigTheta_version,formal-conjectures-bench-v1,,research open
fc-bench-v1-0273,catalog,erdos_357.variants.monotone.parts.ii.littleO_version,formal-conjectures-bench-v1,,research open
fc-bench-v1-0274,catalog,erdos_357.variants.monotone.parts.ii.littleO_version_symm,formal-conjectures-bench-v1,,research open
fc-bench-v1-0275,catalog,erdos_358.variants.prime_set,formal-conjectures-bench-v1,,research open
fc-bench-v1-0276,catalog,erdos_358.variants.prime_set_density_representation,formal-conjectures-bench-v1,,research open
fc-bench-v1-0277,catalog,erdos_358.variants.one_le,formal-conjectures-bench-v1,,research open
fc-bench-v1-0278,catalog,erdos_359.parts.i,formal-conjectures-bench-v1,,research open
fc-bench-v1-0279,catalog,erdos_359.parts.ii,formal-conjectures-bench-v1,,research open
fc-bench-v1-0280,catalog,erdos_359.variants.isGoodFor_1_asymptotic,formal-conjectures-bench-v1,,research open
fc-bench-v1-0281,catalog,erdos_36.variants.lower,formal-conjectures-bench-v1,,research open
fc-bench-v1-0282,catalog,erdos_36.variants.upper,formal-conjectures-bench-v1,,research open
fc-bench-v1-0283,catalog,erdos_36,formal-conjectures-bench-v1,,research open
fc-bench-v1-0284,catalog,erdos_361.bigO,formal-conjectures-bench-v1,,research open
fc-bench-v1-0285,catalog,erdos_361.bigTheta,formal-conjectures-bench-v1,,research open
fc-bench-v1-0286,catalog,erdos_361.smallO,formal-conjectures-bench-v1,,research open
fc-bench-v1-0287,catalog,erdos_364,formal-conjectures-bench-v1,,research open
fc-bench-v1-0288,catalog,erdos_364.variants.strong,formal-conjectures-bench-v1,,research open
fc-bench-v1-0289,catalog,erdos_366,formal-conjectures-bench-v1,,research open
fc-bench-v1-0290,catalog,erdos_366.variants.three_two,formal-conjectures-bench-v1,,research open
fc-bench-v1-0291,catalog,erdos_366.variants.weaker,formal-conjectures-bench-v1,,research open
fc-bench-v1-0292,catalog,erdos_371,formal-conjectures-bench-v1,,research open
fc-bench-v1-0293,catalog,erdos_373,formal-conjectures-bench-v1,,research open
fc-bench-v1-0294,catalog,erdos_373.variants.maximal_solution,formal-conjectures-bench-v1,,research open
fc-bench-v1-0295,catalog,erdos_373.variants.suranyi,formal-conjectures-bench-v1,,research open
fc-bench-v1-0296,catalog,erdos_375,formal-conjectures-bench-v1,,research open
fc-bench-v1-0297,catalog,erdos_376,formal-conjectures-bench-v1,,research open
fc-bench-v1-0298,catalog,erdos_377,formal-conjectures-bench-v1,,research open
fc-bench-v1-0299,catalog,erdos_383,formal-conjectures-bench-v1,,research open
fc-bench-v1-0300,catalog,erdos_385.parts.i,formal-conjectures-bench-v1,,research open
fc-bench-v1-0301,catalog,erdos_385.parts.ii,formal-conjectures-bench-v1,,research open
fc-bench-v1-0302,catalog,erdos_385.variants.lb,formal-conjectures-bench-v1,,research open
fc-bench-v1-0303,catalog,erdos_386,formal-conjectures-bench-v1,,research open
fc-bench-v1-0304,catalog,erdos_386.variants.forall,formal-conjectures-bench-v1,,research open
fc-bench-v1-0305,catalog,erdos_386.variants.two,formal-conjectures-bench-v1,,research open
fc-bench-v1-0306,catalog,erdos_387,formal-conjectures-bench-v1,,research open
fc-bench-v1-0307,catalog,erdos_387.variants.schinzel,formal-conjectures-bench-v1,,research open
fc-bench-v1-0308,catalog,erdos_387.variants.guy,formal-conjectures-bench-v1,,research open
fc-bench-v1-0309,catalog,erdos_389,formal-conjectures-bench-v1,,research open
