id,source,best_known,gap_distance
codetables-gf4-143-6,codetables-nonbinary-linear-codes,103,1
codetables-gf4-144-5,codetables-nonbinary-linear-codes,105,1
codetables-gf4-144-6,codetables-nonbinary-linear-codes,104,1
codetables-gf4-145-5,codetables-nonbinary-linear-codes,106,1
codetables-gf4-146-5,codetables-nonbinary-linear-codes,107,1
codetables-gf4-148-5,codetables-nonbinary-linear-codes,108,1
codetables-gf4-149-5,codetables-nonbinary-linear-codes,109,1
codetables-gf4-150-5,codetables-nonbinary-linear-codes,110,1
codetables-gf4-151-5,codetables-nonbinary-linear-codes,111,1
codetables-gf4-154-6,codetables-nonbinary-linear-codes,111,1
codetables-gf4-155-6,codetables-nonbinary-linear-codes,112,1
codetables-gf4-156-5,codetables-nonbinary-linear-codes,114,1
codetables-gf4-157-5,codetables-nonbinary-linear-codes,115,1
codetables-gf4-159-6,codetables-nonbinary-linear-codes,115,1
codetables-gf4-160-6,codetables-nonbinary-linear-codes,116,1
codetables-gf4-164-6,codetables-nonbinary-linear-codes,119,1
codetables-gf4-165-6,codetables-nonbinary-linear-codes,120,1
codetables-gf4-166-5,codetables-nonbinary-linear-codes,122,1
codetables-gf4-167-5,codetables-nonbinary-linear-codes,123,1
codetables-gf4-175-5,codetables-nonbinary-linear-codes,128,1
codetables-gf4-176-5,codetables-nonbinary-linear-codes,129,1
codetables-gf4-176-6,codetables-nonbinary-linear-codes,127,1
codetables-gf4-177-5,codetables-nonbinary-linear-codes,130,1
codetables-gf4-177-6,codetables-nonbinary-linear-codes,128,1
codetables-gf4-178-5,codetables-nonbinary-linear-codes,131,1
codetables-gf4-180-5,codetables-nonbinary-linear-codes,132,1
codetables-gf4-181-5,codetables-nonbinary-linear-codes,133,1
codetables-gf4-181-6,codetables-nonbinary-linear-codes,131,1
codetables-gf4-182-5,codetables-nonbinary-linear-codes,134,1
codetables-gf4-182-6,codetables-nonbinary-linear-codes,132,1
codetables-gf4-183-5,codetables-nonbinary-linear-codes,135,1
codetables-gf4-185-5,codetables-nonbinary-linear-codes,136,1
codetables-gf4-186-5,codetables-nonbinary-linear-codes,137,1
codetables-gf4-186-6,codetables-nonbinary-linear-codes,135,1
codetables-gf4-187-6,codetables-nonbinary-linear-codes,136,1
codetables-gf4-19-8,codetables-nonbinary-linear-codes,8,1
codetables-gf4-197-6,codetables-nonbinary-linear-codes,143,1
codetables-gf4-198-6,codetables-nonbinary-linear-codes,144,1
codetables-gf4-20-9,codetables-nonbinary-linear-codes,8,1
codetables-gf4-202-6,codetables-nonbinary-linear-codes,147,1
codetables-gf4-203-6,codetables-nonbinary-linear-codes,148,1
codetables-gf4-207-6,codetables-nonbinary-linear-codes,151,1
codetables-gf4-208-6,codetables-nonbinary-linear-codes,152,1
codetables-gf4-218-6,codetables-nonbinary-linear-codes,159,1
codetables-gf4-219-6,codetables-nonbinary-linear-codes,160,1
codetables-gf4-22-6,codetables-nonbinary-linear-codes,12,1
codetables-gf4-23-7,codetables-nonbinary-linear-codes,12,1
codetables-gf4-238-5,codetables-nonbinary-linear-codes,176,1
codetables-gf4-239-6,codetables-nonbinary-linear-codes,175,1
codetables-gf4-24-8,codetables-nonbinary-linear-codes,12,1
codetables-gf4-240-6,codetables-nonbinary-linear-codes,176,1
codetables-gf4-244-6,codetables-nonbinary-linear-codes,179,1
codetables-gf4-245-6,codetables-nonbinary-linear-codes,180,1
codetables-gf4-249-6,codetables-nonbinary-linear-codes,183,1
codetables-gf4-25-8,codetables-nonbinary-linear-codes,12,1
codetables-gf4-25-9,codetables-nonbinary-linear-codes,12,1
codetables-gf4-250-6,codetables-nonbinary-linear-codes,184,1
codetables-gf4-251-7,codetables-nonbinary-linear-codes,183,1
codetables-gf4-252-7,codetables-nonbinary-linear-codes,184,1
codetables-gf4-253-7,codetables-nonbinary-linear-codes,185,1
codetables-gf4-254-6,codetables-nonbinary-linear-codes,187,1
codetables-gf4-254-7,codetables-nonbinary-linear-codes,186,1
codetables-gf4-255-6,codetables-nonbinary-linear-codes,188,1
codetables-gf4-255-7,codetables-nonbinary-linear-codes,187,1
codetables-gf4-26-7,codetables-nonbinary-linear-codes,14,1
codetables-gf4-26-8,codetables-nonbinary-linear-codes,13,1
codetables-gf4-26-9,codetables-nonbinary-linear-codes,12,1
codetables-gf4-27-7,codetables-nonbinary-linear-codes,15,1
codetables-gf4-27-8,codetables-nonbinary-linear-codes,14,1
codetables-gf4-27-9,codetables-nonbinary-linear-codes,13,1
codetables-gf4-28-8,codetables-nonbinary-linear-codes,15,1
codetables-gf4-28-9,codetables-nonbinary-linear-codes,14,1
codetables-gf4-29-7,codetables-nonbinary-linear-codes,16,1
codetables-gf4-29-9,codetables-nonbinary-linear-codes,15,1
codetables-gf4-30-6,codetables-nonbinary-linear-codes,18,1
codetables-gf4-30-7,codetables-nonbinary-linear-codes,17,1
codetables-gf4-30-8,codetables-nonbinary-linear-codes,16,1
codetables-gf4-31-6,codetables-nonbinary-linear-codes,19,1
codetables-gf4-31-7,codetables-nonbinary-linear-codes,18,1
codetables-gf4-31-8,codetables-nonbinary-linear-codes,17,1
codetables-gf4-31-9,codetables-nonbinary-linear-codes,16,1
codetables-gf4-32-7,codetables-nonbinary-linear-codes,19,1
codetables-gf4-32-8,codetables-nonbinary-linear-codes,18,1
codetables-gf4-33-6,codetables-nonbinary-linear-codes,20,1
codetables-gf4-34-6,codetables-nonbinary-linear-codes,21,1
codetables-gf4-34-7,codetables-nonbinary-linear-codes,20,1
codetables-gf4-34-8,codetables-nonbinary-linear-codes,19,1
codetables-gf4-35-6,codetables-nonbinary-linear-codes,22,1
codetables-gf4-35-7,codetables-nonbinary-linear-codes,21,1
codetables-gf4-35-8,codetables-nonbinary-linear-codes,20,1
codetables-gf4-36-6,codetables-nonbinary-linear-codes,23,1
codetables-gf4-36-7,codetables-nonbinary-linear-codes,22,1
codetables-gf4-38-6,codetables-nonbinary-linear-codes,24,1
codetables-gf4-38-7,codetables-nonbinary-linear-codes,23,1
codetables-gf4-39-6,codetables-nonbinary-linear-codes,25,1
codetables-gf4-39-7,codetables-nonbinary-linear-codes,24,1
codetables-gf4-40-6,codetables-nonbinary-linear-codes,26,1
codetables-gf4-42-7,codetables-nonbinary-linear-codes,26,1
codetables-gf4-43-6,codetables-nonbinary-linear-codes,28,1
codetables-gf4-43-7,codetables-nonbinary-linear-codes,27,1
codetables-gf4-43-8,codetables-nonbinary-linear-codes,26,1
codetables-gf4-44-5,codetables-nonbinary-linear-codes,30,1
codetables-gf4-44-6,codetables-nonbinary-linear-codes,29,1
codetables-gf4-44-8,codetables-nonbinary-linear-codes,27,1
codetables-gf4-46-6,codetables-nonbinary-linear-codes,30,1
codetables-gf4-46-7,codetables-nonbinary-linear-codes,29,1
codetables-gf4-47-6,codetables-nonbinary-linear-codes,31,1
codetables-gf4-47-7,codetables-nonbinary-linear-codes,30,1
codetables-gf4-48-7,codetables-nonbinary-linear-codes,31,1
codetables-gf4-49-6,codetables-nonbinary-linear-codes,32,1
codetables-gf4-50-6,codetables-nonbinary-linear-codes,33,1
codetables-gf4-50-7,codetables-nonbinary-linear-codes,32,1
codetables-gf4-50-8,codetables-nonbinary-linear-codes,31,1
codetables-gf4-51-6,codetables-nonbinary-linear-codes,34,1
codetables-gf4-51-8,codetables-nonbinary-linear-codes,32,1
codetables-gf4-51-9,codetables-nonbinary-linear-codes,31,1
codetables-gf4-52-6,codetables-nonbinary-linear-codes,35,1
codetables-gf4-52-9,codetables-nonbinary-linear-codes,32,1
codetables-gf4-54-6,codetables-nonbinary-linear-codes,36,1
codetables-gf4-54-7,codetables-nonbinary-linear-codes,35,1
codetables-gf4-55-7,codetables-nonbinary-linear-codes,36,1
codetables-gf4-56-8,codetables-nonbinary-linear-codes,35,1
codetables-gf4-57-8,codetables-nonbinary-linear-codes,36,1
codetables-gf4-58-5,codetables-nonbinary-linear-codes,40,1
codetables-gf4-58-6,codetables-nonbinary-linear-codes,39,1
codetables-gf4-58-8,codetables-nonbinary-linear-codes,37,1
codetables-gf4-59-5,codetables-nonbinary-linear-codes,41,1
codetables-gf4-59-7,codetables-nonbinary-linear-codes,39,1
codetables-gf4-59-8,codetables-nonbinary-linear-codes,38,1
codetables-gf4-60-5,codetables-nonbinary-linear-codes,42,1
codetables-gf4-60-8,codetables-nonbinary-linear-codes,39,1
codetables-gf4-61-5,codetables-nonbinary-linear-codes,43,1
codetables-gf4-63-5,codetables-nonbinary-linear-codes,44,1
codetables-gf4-64-5,codetables-nonbinary-linear-codes,45,1
codetables-gf4-65-5,codetables-nonbinary-linear-codes,46,1
codetables-gf4-65-6,codetables-nonbinary-linear-codes,44,1
codetables-gf4-66-5,codetables-nonbinary-linear-codes,47,1
codetables-gf4-66-6,codetables-nonbinary-linear-codes,45,1
codetables-gf4-66-7,codetables-nonbinary-linear-codes,44,1
codetables-gf4-67-6,codetables-nonbinary-linear-codes,46,1
codetables-gf4-67-7,codetables-nonbinary-linear-codes,45,1
codetables-gf4-67-8,codetables-nonbinary-linear-codes,44,1
codetables-gf4-68-6,codetables-nonbinary-linear-codes,47,1
codetables-gf4-68-7,codetables-nonbinary-linear-codes,46,1
codetables-gf4-69-7,codetables-nonbinary-linear-codes,47,1
codetables-gf4-70-6,codetables-nonbinary-linear-codes,48,1
codetables-gf4-71-6,codetables-nonbinary-linear-codes,49,1
codetables-gf4-71-7,codetables-nonbinary-linear-codes,48,1
codetables-gf4-71-8,codetables-nonbinary-linear-codes,47,1
codetables-gf4-72-6,codetables-nonbinary-linear-codes,50,1
codetables-gf4-72-8,codetables-nonbinary-linear-codes,48,1
codetables-gf4-73-6,codetables-nonbinary-linear-codes,51,1
codetables-gf4-74-7,codetables-nonbinary-linear-codes,50,1
codetables-gf4-75-7,codetables-nonbinary-linear-codes,51,1
codetables-gf4-77-7,codetables-nonbinary-linear-codes,52,1
codetables-gf4-79-5,codetables-nonbinary-linear-codes,56,1
codetables-gf4-80-5,codetables-nonbinary-linear-codes,57,1
