id,source,best_known,gap_distance
codetables-gf2-220-11,codetables-linear-codes,105,1
codetables-gf2-220-9,codetables-linear-codes,107,1
codetables-gf2-221-10,codetables-linear-codes,106,1
codetables-gf2-222-10,codetables-linear-codes,107,1
codetables-gf2-222-11,codetables-linear-codes,106,1
codetables-gf2-223-11,codetables-linear-codes,107,1
codetables-gf2-223-9,codetables-linear-codes,108,1
codetables-gf2-224-12,codetables-linear-codes,105,1
codetables-gf2-224-9,codetables-linear-codes,109,1
codetables-gf2-225-10,codetables-linear-codes,108,1
codetables-gf2-225-12,codetables-linear-codes,106,1
codetables-gf2-226-10,codetables-linear-codes,109,1
codetables-gf2-226-11,codetables-linear-codes,108,1
codetables-gf2-227-11,codetables-linear-codes,109,1
codetables-gf2-227-12,codetables-linear-codes,107,1
codetables-gf2-228-10,codetables-linear-codes,110,1
codetables-gf2-229-10,codetables-linear-codes,111,1
codetables-gf2-229-12,codetables-linear-codes,108,1
codetables-gf2-230-12,codetables-linear-codes,109,1
codetables-gf2-232-9,codetables-linear-codes,112,1
codetables-gf2-234-10,codetables-linear-codes,112,1
codetables-gf2-234-9,codetables-linear-codes,113,1
codetables-gf2-235-11,codetables-linear-codes,112,1
codetables-gf2-235-9,codetables-linear-codes,114,1
codetables-gf2-237-12,codetables-linear-codes,112,1
codetables-gf2-237-9,codetables-linear-codes,115,1
codetables-gf2-239-13,codetables-linear-codes,111,1
codetables-gf2-240-13,codetables-linear-codes,112,1
codetables-gf2-240-9,codetables-linear-codes,116,1
codetables-gf2-241-9,codetables-linear-codes,117,1
codetables-gf2-243-9,codetables-linear-codes,118,1
codetables-gf2-244-9,codetables-linear-codes,119,1
codetables-gf2-247-9,codetables-linear-codes,120,1
codetables-gf2-248-10,codetables-linear-codes,119,1
codetables-gf2-248-9,codetables-linear-codes,121,1
codetables-gf2-249-10,codetables-linear-codes,120,1
codetables-gf2-250-11,codetables-linear-codes,119,1
codetables-gf2-251-11,codetables-linear-codes,120,1
codetables-gf2-251-12,codetables-linear-codes,119,1
codetables-gf2-253-12,codetables-linear-codes,120,1
codetables-gf2-255-10,codetables-linear-codes,123,1
codetables-gf2-32-14,codetables-linear-codes,8,1
codetables-gf2-33-14,codetables-linear-codes,9,1
codetables-gf2-35-10,codetables-linear-codes,12,1
codetables-gf2-36-10,codetables-linear-codes,13,1
codetables-gf2-36-11,codetables-linear-codes,12,1
codetables-gf2-37-11,codetables-linear-codes,13,1
codetables-gf2-37-12,codetables-linear-codes,12,1
codetables-gf2-38-12,codetables-linear-codes,13,1
codetables-gf2-39-13,codetables-linear-codes,12,1
codetables-gf2-40-13,codetables-linear-codes,13,1
codetables-gf2-40-14,codetables-linear-codes,12,1
codetables-gf2-41-12,codetables-linear-codes,14,1
codetables-gf2-42-12,codetables-linear-codes,15,1
codetables-gf2-42-14,codetables-linear-codes,13,1
codetables-gf2-43-10,codetables-linear-codes,16,1
codetables-gf2-44-10,codetables-linear-codes,17,1
codetables-gf2-44-11,codetables-linear-codes,16,1
codetables-gf2-46-10,codetables-linear-codes,18,1
codetables-gf2-46-11,codetables-linear-codes,17,1
codetables-gf2-46-12,codetables-linear-codes,16,1
codetables-gf2-47-10,codetables-linear-codes,19,1
codetables-gf2-47-13,codetables-linear-codes,16,1
codetables-gf2-48-11,codetables-linear-codes,18,1
codetables-gf2-48-12,codetables-linear-codes,17,1
codetables-gf2-48-14,codetables-linear-codes,16,1
codetables-gf2-49-11,codetables-linear-codes,19,1
codetables-gf2-49-12,codetables-linear-codes,18,1
codetables-gf2-49-13,codetables-linear-codes,17,1
codetables-gf2-50-13,codetables-linear-codes,18,1
codetables-gf2-50-14,codetables-linear-codes,17,1
codetables-gf2-51-10,codetables-linear-codes,20,1
codetables-gf2-51-12,codetables-linear-codes,19,1
codetables-gf2-52-10,codetables-linear-codes,21,1
codetables-gf2-52-11,codetables-linear-codes,20,1
codetables-gf2-52-13,codetables-linear-codes,19,1
codetables-gf2-52-14,codetables-linear-codes,18,1
codetables-gf2-53-12,codetables-linear-codes,20,1
codetables-gf2-53-14,codetables-linear-codes,19,1
codetables-gf2-54-10,codetables-linear-codes,22,1
codetables-gf2-54-11,codetables-linear-codes,21,1
codetables-gf2-55-10,codetables-linear-codes,23,1
codetables-gf2-55-11,codetables-linear-codes,22,1
codetables-gf2-55-12,codetables-linear-codes,21,1
codetables-gf2-55-13,codetables-linear-codes,20,1
codetables-gf2-56-14,codetables-linear-codes,20,1
codetables-gf2-57-11,codetables-linear-codes,23,1
codetables-gf2-57-12,codetables-linear-codes,22,1
codetables-gf2-57-13,codetables-linear-codes,21,1
codetables-gf2-58-12,codetables-linear-codes,23,1
codetables-gf2-58-13,codetables-linear-codes,22,1
codetables-gf2-59-10,codetables-linear-codes,24,1
codetables-gf2-59-13,codetables-linear-codes,23,1
codetables-gf2-59-14,codetables-linear-codes,21,1
codetables-gf2-60-10,codetables-linear-codes,25,1
codetables-gf2-60-14,codetables-linear-codes,22,1
codetables-gf2-61-11,codetables-linear-codes,24,1
codetables-gf2-61-14,codetables-linear-codes,23,1
codetables-gf2-62-10,codetables-linear-codes,26,1
codetables-gf2-62-11,codetables-linear-codes,25,1
codetables-gf2-62-12,codetables-linear-codes,24,1
codetables-gf2-63-10,codetables-linear-codes,27,1
codetables-gf2-63-13,codetables-linear-codes,24,1
codetables-gf2-64-11,codetables-linear-codes,26,1
codetables-gf2-64-12,codetables-linear-codes,25,1
codetables-gf2-64-14,codetables-linear-codes,24,1
codetables-gf2-65-11,codetables-linear-codes,27,1
codetables-gf2-65-12,codetables-linear-codes,26,1
codetables-gf2-65-13,codetables-linear-codes,25,1
codetables-gf2-65-9,codetables-linear-codes,28,1
codetables-gf2-66-13,codetables-linear-codes,26,1
codetables-gf2-66-9,codetables-linear-codes,29,1
codetables-gf2-67-12,codetables-linear-codes,27,1
codetables-gf2-68-11,codetables-linear-codes,28,1
codetables-gf2-69-11,codetables-linear-codes,29,1
codetables-gf2-69-12,codetables-linear-codes,28,1
codetables-gf2-69-13,codetables-linear-codes,27,1
codetables-gf2-71-12,codetables-linear-codes,29,1
codetables-gf2-71-13,codetables-linear-codes,28,1
codetables-gf2-71-14,codetables-linear-codes,27,1
codetables-gf2-72-14,codetables-linear-codes,28,1
codetables-gf2-73-13,codetables-linear-codes,29,1
codetables-gf2-74-13,codetables-linear-codes,30,1
codetables-gf2-74-9,codetables-linear-codes,32,1
codetables-gf2-75-10,codetables-linear-codes,32,1
codetables-gf2-75-9,codetables-linear-codes,33,1
codetables-gf2-76-13,codetables-linear-codes,31,1
codetables-gf2-77-10,codetables-linear-codes,33,1
codetables-gf2-77-11,codetables-linear-codes,32,1
codetables-gf2-77-9,codetables-linear-codes,34,1
codetables-gf2-78-10,codetables-linear-codes,34,1
codetables-gf2-78-12,codetables-linear-codes,32,1
codetables-gf2-78-14,codetables-linear-codes,31,1
codetables-gf2-78-9,codetables-linear-codes,35,1
codetables-gf2-79-11,codetables-linear-codes,33,1
codetables-gf2-79-13,codetables-linear-codes,32,1
codetables-gf2-80-10,codetables-linear-codes,35,1
codetables-gf2-80-11,codetables-linear-codes,34,1
codetables-gf2-80-14,codetables-linear-codes,32,1
codetables-gf2-81-9,codetables-linear-codes,36,1
codetables-gf2-82-11,codetables-linear-codes,35,1
codetables-gf2-82-9,codetables-linear-codes,37,1
codetables-gf2-84-11,codetables-linear-codes,36,1
codetables-gf2-84-12,codetables-linear-codes,35,1
codetables-gf2-84-9,codetables-linear-codes,38,1
codetables-gf2-85-12,codetables-linear-codes,36,1
codetables-gf2-85-9,codetables-linear-codes,39,1
codetables-gf2-86-11,codetables-linear-codes,37,1
codetables-gf2-88-12,codetables-linear-codes,37,1
codetables-gf2-89-12,codetables-linear-codes,38,1
codetables-gf2-89-9,codetables-linear-codes,40,1
codetables-gf2-90-12,codetables-linear-codes,39,1
codetables-gf2-91-10,codetables-linear-codes,40,1
codetables-gf2-91-9,codetables-linear-codes,41,1
codetables-gf2-92-10,codetables-linear-codes,41,1
codetables-gf2-92-11,codetables-linear-codes,40,1
codetables-gf2-92-9,codetables-linear-codes,42,1
codetables-gf2-93-12,codetables-linear-codes,40,1
codetables-gf2-94-10,codetables-linear-codes,42,1
codetables-gf2-94-13,codetables-linear-codes,39,1
codetables-gf2-94-9,codetables-linear-codes,43,1
codetables-gf2-95-10,codetables-linear-codes,43,1
codetables-gf2-95-11,codetables-linear-codes,41,1
codetables-gf2-95-13,codetables-linear-codes,40,1
codetables-gf2-96-11,codetables-linear-codes,42,1
codetables-gf2-97-9,codetables-linear-codes,44,1
codetables-gf2-98-11,codetables-linear-codes,43,1
codetables-gf2-98-9,codetables-linear-codes,45,1
codetables-gf2-100-12,codetables-linear-codes,42,2
codetables-gf2-101-11,codetables-linear-codes,44,2
codetables-gf2-101-12,codetables-linear-codes,43,2
codetables-gf2-101-13,codetables-linear-codes,42,2
codetables-gf2-102-12,codetables-linear-codes,44,2
codetables-gf2-102-13,codetables-linear-codes,42,2
codetables-gf2-103-12,codetables-linear-codes,44,2
codetables-gf2-103-13,codetables-linear-codes,43,2
codetables-gf2-103-14,codetables-linear-codes,42,2
codetables-gf2-104-12,codetables-linear-codes,44,2
codetables-gf2-104-13,codetables-linear-codes,44,2
codetables-gf2-105-12,codetables-linear-codes,45,2
codetables-gf2-105-13,codetables-linear-codes,44,2
codetables-gf2-106-12,codetables-linear-codes,46,2
codetables-gf2-106-14,codetables-linear-codes,44,2
codetables-gf2-107-12,codetables-linear-codes,46,2
codetables-gf2-107-14,codetables-linear-codes,44,2
codetables-gf2-108-13,codetables-linear-codes,46,2
codetables-gf2-109-11,codetables-linear-codes,48,2
codetables-gf2-109-13,codetables-linear-codes,46,2
codetables-gf2-110-11,codetables-linear-codes,48,2
codetables-gf2-110-14,codetables-linear-codes,46,2
codetables-gf2-111-11,codetables-linear-codes,48,2
codetables-gf2-111-12,codetables-linear-codes,48,2
codetables-gf2-112-11,codetables-linear-codes,49,2
codetables-gf2-112-12,codetables-linear-codes,48,2
codetables-gf2-112-13,codetables-linear-codes,48,2
codetables-gf2-113-11,codetables-linear-codes,50,2
codetables-gf2-113-13,codetables-linear-codes,48,2
codetables-gf2-113-14,codetables-linear-codes,48,2
codetables-gf2-114-11,codetables-linear-codes,50,2
codetables-gf2-114-14,codetables-linear-codes,48,2
codetables-gf2-115-14,codetables-linear-codes,48,2
codetables-gf2-116-12,codetables-linear-codes,50,2
codetables-gf2-117-11,codetables-linear-codes,52,2
codetables-gf2-118-13,codetables-linear-codes,50,2
codetables-gf2-119-12,codetables-linear-codes,52,2
codetables-gf2-119-14,codetables-linear-codes,50,2
codetables-gf2-120-11,codetables-linear-codes,54,2
codetables-gf2-120-12,codetables-linear-codes,52,2
codetables-gf2-121-12,codetables-linear-codes,53,2
codetables-gf2-121-13,codetables-linear-codes,52,2
codetables-gf2-122-12,codetables-linear-codes,54,2
codetables-gf2-122-14,codetables-linear-codes,52,2
codetables-gf2-123-10,codetables-linear-codes,56,2
codetables-gf2-123-12,codetables-linear-codes,54,2
codetables-gf2-123-14,codetables-linear-codes,52,2
codetables-gf2-124-13,codetables-linear-codes,54,2
codetables-gf2-124-14,codetables-linear-codes,53,2
codetables-gf2-125-11,codetables-linear-codes,56,2
codetables-gf2-125-14,codetables-linear-codes,54,2
codetables-gf2-126-11,codetables-linear-codes,56,2
codetables-gf2-127-12,codetables-linear-codes,56,2
codetables-gf2-128-12,codetables-linear-codes,56,2
codetables-gf2-128-13,codetables-linear-codes,56,2
codetables-gf2-129-11,codetables-linear-codes,58,2
codetables-gf2-129-13,codetables-linear-codes,56,2
codetables-gf2-129-14,codetables-linear-codes,56,2
codetables-gf2-130-11,codetables-linear-codes,58,2
codetables-gf2-130-14,codetables-linear-codes,56,2
codetables-gf2-131-10,codetables-linear-codes,60,2
codetables-gf2-131-14,codetables-linear-codes,56,2
codetables-gf2-132-12,codetables-linear-codes,58,2
codetables-gf2-133-11,codetables-linear-codes,60,2
codetables-gf2-133-12,codetables-linear-codes,58,2
codetables-gf2-134-10,codetables-linear-codes,62,2
codetables-gf2-134-12,codetables-linear-codes,59,2
codetables-gf2-134-13,codetables-linear-codes,58,2
codetables-gf2-135-12,codetables-linear-codes,60,2
codetables-gf2-135-14,codetables-linear-codes,58,2
codetables-gf2-136-11,codetables-linear-codes,62,2
codetables-gf2-136-12,codetables-linear-codes,60,2
codetables-gf2-137-12,codetables-linear-codes,61,2
codetables-gf2-138-12,codetables-linear-codes,62,2
codetables-gf2-139-14,codetables-linear-codes,60,2
codetables-gf2-140-10,codetables-linear-codes,64,2
codetables-gf2-140-13,codetables-linear-codes,62,2
codetables-gf2-141-10,codetables-linear-codes,64,2
codetables-gf2-141-11,codetables-linear-codes,64,2
codetables-gf2-141-13,codetables-linear-codes,62,2
codetables-gf2-142-10,codetables-linear-codes,65,2
codetables-gf2-142-11,codetables-linear-codes,64,2
codetables-gf2-143-10,codetables-linear-codes,66,2
codetables-gf2-143-12,codetables-linear-codes,64,2
codetables-gf2-143-14,codetables-linear-codes,62,2
codetables-gf2-144-10,codetables-linear-codes,66,2
codetables-gf2-144-12,codetables-linear-codes,64,2
codetables-gf2-144-13,codetables-linear-codes,64,2
codetables-gf2-145-11,codetables-linear-codes,66,2
codetables-gf2-145-13,codetables-linear-codes,64,2
codetables-gf2-146-11,codetables-linear-codes,66,2
codetables-gf2-146-14,codetables-linear-codes,64,2
codetables-gf2-147-10,codetables-linear-codes,68,2
codetables-gf2-147-14,codetables-linear-codes,64,2
codetables-gf2-148-12,codetables-linear-codes,66,2
codetables-gf2-149-11,codetables-linear-codes,68,2
codetables-gf2-149-12,codetables-linear-codes,66,2
codetables-gf2-150-10,codetables-linear-codes,70,2
codetables-gf2-150-11,codetables-linear-codes,68,2
codetables-gf2-150-12,codetables-linear-codes,67,2
codetables-gf2-151-11,codetables-linear-codes,69,2
codetables-gf2-151-12,codetables-linear-codes,68,2
codetables-gf2-152-11,codetables-linear-codes,70,2
codetables-gf2-152-12,codetables-linear-codes,68,2
codetables-gf2-153-11,codetables-linear-codes,70,2
codetables-gf2-154-13,codetables-linear-codes,68,2
codetables-gf2-155-10,codetables-linear-codes,72,2
codetables-gf2-155-12,codetables-linear-codes,70,2
codetables-gf2-156-10,codetables-linear-codes,72,2
codetables-gf2-156-12,codetables-linear-codes,70,2
codetables-gf2-157-10,codetables-linear-codes,73,2
codetables-gf2-157-11,codetables-linear-codes,72,2
codetables-gf2-157-13,codetables-linear-codes,70,2
codetables-gf2-157-9,codetables-linear-codes,74,2
codetables-gf2-158-10,codetables-linear-codes,74,2
codetables-gf2-158-11,codetables-linear-codes,72,2
codetables-gf2-158-13,codetables-linear-codes,70,2
codetables-gf2-159-10,codetables-linear-codes,74,2
codetables-gf2-159-12,codetables-linear-codes,72,2
codetables-gf2-159-13,codetables-linear-codes,71,2
codetables-gf2-160-12,codetables-linear-codes,72,2
codetables-gf2-160-13,codetables-linear-codes,72,2
codetables-gf2-161-13,codetables-linear-codes,72,2
codetables-gf2-162-10,codetables-linear-codes,76,2
codetables-gf2-162-11,codetables-linear-codes,74,2
codetables-gf2-162-13,codetables-linear-codes,72,2
codetables-gf2-163-10,codetables-linear-codes,76,2
codetables-gf2-163-11,codetables-linear-codes,74,2
codetables-gf2-164-11,codetables-linear-codes,75,2
codetables-gf2-165-11,codetables-linear-codes,76,2
codetables-gf2-165-12,codetables-linear-codes,74,2
codetables-gf2-166-10,codetables-linear-codes,78,2
codetables-gf2-166-11,codetables-linear-codes,76,2
codetables-gf2-167-11,codetables-linear-codes,77,2
codetables-gf2-168-11,codetables-linear-codes,78,2
codetables-gf2-168-12,codetables-linear-codes,76,2
codetables-gf2-169-11,codetables-linear-codes,78,2
codetables-gf2-170-9,codetables-linear-codes,80,2
codetables-gf2-171-10,codetables-linear-codes,80,2
codetables-gf2-171-12,codetables-linear-codes,78,2
codetables-gf2-172-10,codetables-linear-codes,80,2
codetables-gf2-172-12,codetables-linear-codes,78,2
codetables-gf2-173-10,codetables-linear-codes,81,2
codetables-gf2-173-11,codetables-linear-codes,80,2
codetables-gf2-173-9,codetables-linear-codes,82,2
codetables-gf2-174-10,codetables-linear-codes,82,2
codetables-gf2-174-11,codetables-linear-codes,80,2
codetables-gf2-174-13,codetables-linear-codes,78,2
codetables-gf2-175-10,codetables-linear-codes,82,2
codetables-gf2-175-12,codetables-linear-codes,80,2
codetables-gf2-176-12,codetables-linear-codes,80,2
codetables-gf2-177-11,codetables-linear-codes,82,2
codetables-gf2-177-13,codetables-linear-codes,80,2
codetables-gf2-178-11,codetables-linear-codes,82,2
codetables-gf2-178-13,codetables-linear-codes,80,2
codetables-gf2-179-10,codetables-linear-codes,84,2
codetables-gf2-179-11,codetables-linear-codes,83,2
codetables-gf2-180-11,codetables-linear-codes,84,2
codetables-gf2-180-12,codetables-linear-codes,82,2
codetables-gf2-181-11,codetables-linear-codes,84,2
codetables-gf2-181-12,codetables-linear-codes,82,2
codetables-gf2-182-10,codetables-linear-codes,86,2
codetables-gf2-182-12,codetables-linear-codes,83,2
codetables-gf2-182-13,codetables-linear-codes,82,2
codetables-gf2-183-12,codetables-linear-codes,84,2
codetables-gf2-183-13,codetables-linear-codes,82,2
codetables-gf2-183-14,codetables-linear-codes,82,2
codetables-gf2-184-11,codetables-linear-codes,86,2
codetables-gf2-184-12,codetables-linear-codes,84,2
codetables-gf2-184-13,codetables-linear-codes,83,2
codetables-gf2-184-14,codetables-linear-codes,82,2
codetables-gf2-185-12,codetables-linear-codes,85,2
codetables-gf2-185-13,codetables-linear-codes,84,2
codetables-gf2-185-14,codetables-linear-codes,83,2
codetables-gf2-186-12,codetables-linear-codes,86,2
codetables-gf2-186-13,codetables-linear-codes,84,2
codetables-gf2-186-14,codetables-linear-codes,84,2
codetables-gf2-187-12,codetables-linear-codes,86,2
codetables-gf2-187-13,codetables-linear-codes,85,2
codetables-gf2-187-14,codetables-linear-codes,84,2
codetables-gf2-188-13,codetables-linear-codes,86,2
codetables-gf2-189-13,codetables-linear-codes,86,2
codetables-gf2-190-14,codetables-linear-codes,86,2
codetables-gf2-191-12,codetables-linear-codes,88,2
codetables-gf2-192-12,codetables-linear-codes,88,2
codetables-gf2-193-13,codetables-linear-codes,88,2
codetables-gf2-194-13,codetables-linear-codes,88,2
codetables-gf2-194-14,codetables-linear-codes,88,2
codetables-gf2-195-13,codetables-linear-codes,88,2
codetables-gf2-195-14,codetables-linear-codes,88,2
codetables-gf2-196-12,codetables-linear-codes,90,2
codetables-gf2-196-14,codetables-linear-codes,88,2
codetables-gf2-197-12,codetables-linear-codes,90,2
codetables-gf2-198-13,codetables-linear-codes,90,2
codetables-gf2-199-13,codetables-linear-codes,90,2
codetables-gf2-199-14,codetables-linear-codes,90,2
codetables-gf2-200-12,codetables-linear-codes,92,2
codetables-gf2-200-14,codetables-linear-codes,90,2
codetables-gf2-202-13,codetables-linear-codes,92,2
codetables-gf2-203-14,codetables-linear-codes,92,2
codetables-gf2-204-10,codetables-linear-codes,96,2
codetables-gf2-204-12,codetables-linear-codes,94,2
codetables-gf2-204-14,codetables-linear-codes,92,2
codetables-gf2-205-11,codetables-linear-codes,96,2
codetables-gf2-205-13,codetables-linear-codes,94,2
codetables-gf2-205-9,codetables-linear-codes,98,2
codetables-gf2-206-13,codetables-linear-codes,94,2
